split,chip_id,role,source_layer,source_object,source_url,local_path,source_size_bytes,sha256
train,3270236,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3270236_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3270236_S1OtsuLabelWeak.tif,raw/train/labels/3270236.tif,2340,997e170885189085efbdda9e6008587d86ed95a2b0533d262479d8265de88223
train,3289067,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3289067_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3289067_S1Weak.tif,raw/train/images/3289067.tif,1660676,1bbd95dc020c2030051d167529ba27235de206e2f9e6aad4d0e22934152df6cf
train,3289067,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3289067_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3289067_S1OtsuLabelWeak.tif,raw/train/labels/3289067.tif,1434,7913db3a4255146b08605f4f001fb8690f60fd6b3476c7f7d352105ce3d5c60c
train,3304576,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3304576_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3304576_S1Weak.tif,raw/train/images/3304576.tif,1664010,76a0aaa2b9c15cd42a8c1ddb27181885924365d8dcaa10aa1b16b7560e59035b
train,3304576,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3304576_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3304576_S1OtsuLabelWeak.tif,raw/train/labels/3304576.tif,4778,1dd17718ebffead59fba3cc9b577116de29f81c7a111404a652c2975dd4ef418
train,3307198,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3307198_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3307198_S1Weak.tif,raw/train/images/3307198.tif,1671932,721d691ba4c537e139f9a0cb3b71387090aa7ce35ca8d2b1432328f2cd187351
train,3307198,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3307198_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3307198_S1OtsuLabelWeak.tif,raw/train/labels/3307198.tif,2037,c724b0f1ffe0c929bf15214a6202a407a6bbda6e1d6d70430ca5cb6798874b62
train,3326933,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3326933_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3326933_S1Weak.tif,raw/train/images/3326933.tif,1652546,e4f5513f69195b0a8aae2fec95aa78acf890bea736f62d2668df03614f2f364a
train,3326933,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3326933_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3326933_S1OtsuLabelWeak.tif,raw/train/labels/3326933.tif,1695,22f69d7d28a70b95f313335aa4aa34e979e263004a5f77850e5532407d970f41
train,3333217,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3333217_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3333217_S1Weak.tif,raw/train/images/3333217.tif,1643090,4991bb5d5d067eb165646614ebc2bc3ca26901698411194c3718a68c53cd5590
train,3333217,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3333217_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3333217_S1OtsuLabelWeak.tif,raw/train/labels/3333217.tif,5030,0c6d2b0b697fb1c5bfd55f7bcac2510a791e750ab4c9c403efcb8d1454efff65
train,334894,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_334894_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_334894_S1Weak.tif,raw/train/images/334894.tif,1660395,fbf256837e486a06b0dd6d352de7f1274b651e4f0c548a02150e2bd64e88e937
train,334894,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_334894_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_334894_S1OtsuLabelWeak.tif,raw/train/labels/334894.tif,1099,00366097d1489f240b944687969755e23bb3aeb202361fd87a5e59192e144f85
train,3350804,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3350804_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3350804_S1Weak.tif,raw/train/images/3350804.tif,1669731,1cb8cddbaabd1c071762aff366a4bd85c6b2259895ff7a19d08dc80c74b433f1
train,3350804,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3350804_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3350804_S1OtsuLabelWeak.tif,raw/train/labels/3350804.tif,6526,594d6999e62fada7616fc85cede43fef299c6ac758945ad8c54ab141557d004f
train,3385853,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3385853_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3385853_S1Weak.tif,raw/train/images/3385853.tif,1660854,3f2fdcb8c50ecd0c2b2de31ee0952cac513e1e4e9e53fc05cc037103ed74eeba
train,3385853,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3385853_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3385853_S1OtsuLabelWeak.tif,raw/train/labels/3385853.tif,3623,8a3315901fcfdbec4fe1f5b93ea7332a4992356a9f609da1853d7266305213b5
train,3386535,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3386535_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3386535_S1Weak.tif,raw/train/images/3386535.tif,1660148,b2e28f1ead2deae0570162fb2d42785bc8fee3ce6fe94fb44001f911339d509b
train,3386535,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3386535_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3386535_S1OtsuLabelWeak.tif,raw/train/labels/3386535.tif,3282,3e804fa014e6d1663c65dcea6ebf9167b7e791f9c80a9280d99bc6cd9cd2671b
train,3405100,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3405100_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3405100_S1Weak.tif,raw/train/images/3405100.tif,1684961,540009d334a27005e89513611c778478f343afb186b7ddf0a76550323a6e4e4e
train,3405100,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3405100_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3405100_S1OtsuLabelWeak.tif,raw/train/labels/3405100.tif,1521,6cb1c7228d515e683f22046fbd9318d83052a1a4022fe32aabd11384fcb18a39
train,340688,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_340688_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_340688_S1Weak.tif,raw/train/images/340688.tif,1677888,94420bf348e970bccbbe4ad41a66ed83808f39222eb2a84d9e5b68142c462eb7
train,340688,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_340688_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_340688_S1OtsuLabelWeak.tif,raw/train/labels/340688.tif,1892,eb642e490b5c44d97a5b3b0530c94dd7d902e19899712b2520c29dac3998329c
train,3430253,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3430253_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3430253_S1Weak.tif,raw/train/images/3430253.tif,1654613,88405c2b33fc9447b46d16e42ce2c31837f94a4529a1bf5667d8370fe5a0e917
train,3430253,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3430253_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3430253_S1OtsuLabelWeak.tif,raw/train/labels/3430253.tif,1571,3c8e12fe98fb4d5e9deb66e3e32967ac291a94bf7f7c0daa4e3f38ae60b4542e
train,3435469,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3435469_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3435469_S1Weak.tif,raw/train/images/3435469.tif,1686374,5bbe404c395ac01ed040717fbef0d5b1077c3f24b62669362ca7317bb462f565
train,3435469,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3435469_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3435469_S1OtsuLabelWeak.tif,raw/train/labels/3435469.tif,1327,ab146f39b235d94d4e6c73c026ab56229e97a37ffa314103a45ebabc9992e2b7
train,3473489,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3473489_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3473489_S1Weak.tif,raw/train/images/3473489.tif,1390221,78802e4b66d2aaca7c8b7843d55b7667a2bd9781116943e277145d9e5eb1a14e
train,3473489,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3473489_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3473489_S1OtsuLabelWeak.tif,raw/train/labels/3473489.tif,2213,458fc602d4b7cbb30073ac08daae1b5fc6ea95de18558aebf6e1e125b8573cbc
train,3537464,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3537464_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3537464_S1Weak.tif,raw/train/images/3537464.tif,1672744,fe2f1de865e702151d58742db0759dc050a9cdeef3fdaf9dcb49b550a99e0dcf
train,3537464,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3537464_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3537464_S1OtsuLabelWeak.tif,raw/train/labels/3537464.tif,1970,b77635eb8d581eaf2eb3757a8008696d73dc4f1fbfe5110ef12bc2d17c30f2bb
train,3540905,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3540905_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3540905_S1Weak.tif,raw/train/images/3540905.tif,1675423,de67ec2fb0b194020c04f2cebfd1c9a4478c457e9eaeb4501bf6f43cc6aa1afb
train,3540905,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3540905_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3540905_S1OtsuLabelWeak.tif,raw/train/labels/3540905.tif,1099,5bb3e989d5567a30c53271095f058a1837bda0549323d56e4ec040d2659677a8
train,3542680,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3542680_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3542680_S1Weak.tif,raw/train/images/3542680.tif,1687934,a13d727a11d4d090114bfb1849c31b3d4e0df429d6a6a57eacab16696e9481ca
train,3542680,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3542680_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3542680_S1OtsuLabelWeak.tif,raw/train/labels/3542680.tif,1589,404bb83370101cb42e2532e9a5e62a852b0fd2d45982c170280d7bbb9578feec
train,3604511,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3604511_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3604511_S1Weak.tif,raw/train/images/3604511.tif,1684451,4da3da636e11a6286a2c3c3077c5abd9219af8290c102dbc778500e4c9ad8aaa
train,3604511,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3604511_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3604511_S1OtsuLabelWeak.tif,raw/train/labels/3604511.tif,1364,593eefd3088ffea19ee5b60acbed7d0e62e7a943a4ed13fd1cb4d501b2f23f3b
train,3611085,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3611085_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3611085_S1Weak.tif,raw/train/images/3611085.tif,1659869,5c35499ad4e1b6843107c6db4ad49a24d4d4f1e77d7cb28e3f1dc10569aa1d10
train,3611085,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3611085_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3611085_S1OtsuLabelWeak.tif,raw/train/labels/3611085.tif,4540,39bd8430fbe58e192f659ae9a5a35f1bb6072169dca0c5d1c69406087949a877
train,3614767,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3614767_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3614767_S1Weak.tif,raw/train/images/3614767.tif,1671486,555466a5a5a806eee4d49a068117fa685204182b4c130cde5fec58e4e3e3506e
train,3614767,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3614767_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3614767_S1OtsuLabelWeak.tif,raw/train/labels/3614767.tif,6571,e334f288669729a929a6316b40b5d0077846fb6722bdec87494459e966a97674
train,3665120,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3665120_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3665120_S1Weak.tif,raw/train/images/3665120.tif,1668739,2b9ab3dc1ac336f179274ad4fce945b23f5a5924f813f62e81cb3579c54027b0
train,3665120,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3665120_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3665120_S1OtsuLabelWeak.tif,raw/train/labels/3665120.tif,1099,b863c8a289b7a2349fb9fdb9f6b5474979aab10740b82c87120af13374391eae
train,3690927,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3690927_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3690927_S1Weak.tif,raw/train/images/3690927.tif,1680286,a55babcc258c942035fd5844de999ca7b57478e29503e6ee882904dce0e67ecd
train,3690927,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3690927_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3690927_S1OtsuLabelWeak.tif,raw/train/labels/3690927.tif,2694,f23f327411ff479a23a3c544dd3ab4b9049f5975582c3933237946073a901a53
train,3727555,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3727555_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3727555_S1Weak.tif,raw/train/images/3727555.tif,1305739,ddcbb76a80dfd94347f55a13f04a3620b4a805d7e67759184877119993b6969d
train,3727555,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3727555_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3727555_S1OtsuLabelWeak.tif,raw/train/labels/3727555.tif,5139,2a4ff13e639e60d09d1a53b1de2ef66c3082ad3853074fc68cab3d1fd1d44977
train,3736919,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3736919_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3736919_S1Weak.tif,raw/train/images/3736919.tif,1664893,eaff3de8d2537790d3fa69f9cf3b078d2027f18d3f7a6b0766a33c6d042efd6f
train,3736919,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3736919_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3736919_S1OtsuLabelWeak.tif,raw/train/labels/3736919.tif,3131,a4897914426ba1a09fbe316ffbf13b0df3ccefeeb41a86b25b8ba8ef5d3b14f8
train,3737312,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3737312_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3737312_S1Weak.tif,raw/train/images/3737312.tif,1664282,e158acbfc085041d8ad1a59b76a1e212ea6af501dfd9652ba0fe60571d26dee8
train,3737312,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3737312_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3737312_S1OtsuLabelWeak.tif,raw/train/labels/3737312.tif,1099,966544d2a6972ce77ce287e32297460aff672b55b4f7f15fac1b8ea343490654
train,3738704,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3738704_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3738704_S1Weak.tif,raw/train/images/3738704.tif,1668674,d2fe8108b8014ea0eeee6230316b0f5e08430be7593b7458e7a6fb278aef26c9
train,3738704,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3738704_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3738704_S1OtsuLabelWeak.tif,raw/train/labels/3738704.tif,4646,bab89d092e18d34c5199010784390bbaa463b680e0322177135c4f2be1340829
train,3748827,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3748827_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3748827_S1Weak.tif,raw/train/images/3748827.tif,1664979,8f7d4e3197bca806e5ac150eb772842e09055a30cb03f98cbf8544c6637938c7
train,3748827,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3748827_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3748827_S1OtsuLabelWeak.tif,raw/train/labels/3748827.tif,5346,c50adaf0f4ae11a2a98e276abe260f9be3be3df400343630c9518727d6c678ed
train,3791786,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3791786_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3791786_S1Weak.tif,raw/train/images/3791786.tif,1664452,4a345e9afc543239259f1d346dbbfdbbbd5817ced6fea3e6ad675a053e502949
train,3791786,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3791786_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3791786_S1OtsuLabelWeak.tif,raw/train/labels/3791786.tif,3383,94246d31edfbd9740ebce942c13946d6f2ef15748bdf25f55af95794fcbb1e6c
train,3793080,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3793080_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3793080_S1Weak.tif,raw/train/images/3793080.tif,1667343,469bef5c3b8545bbd11ce64c90cd07e4854bdeb51e2beec67097778709de5f61
train,3793080,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3793080_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3793080_S1OtsuLabelWeak.tif,raw/train/labels/3793080.tif,9858,843f330be2f52eb3425c4fb51779ee5f782e464f2348789784de27520a48716f
train,3844126,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3844126_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3844126_S1Weak.tif,raw/train/images/3844126.tif,1655484,fda71f27960e06a927689e8ed857a73403a46585ee8f67836a9a661d7070a8a0
train,3844126,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3844126_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3844126_S1OtsuLabelWeak.tif,raw/train/labels/3844126.tif,2515,b745e0ad93c99938d254d36f23b9c3a447d3f8ad99908e57feca9436307015b8
train,3854692,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3854692_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3854692_S1Weak.tif,raw/train/images/3854692.tif,1655846,f389b2a0404c71cf9a07122dedba25bfe3411a49c9140642e83233a383e96a80
train,3854692,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3854692_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3854692_S1OtsuLabelWeak.tif,raw/train/labels/3854692.tif,1928,f602ae4c25cc6a56775292bf2a511bd557c7685ffbc9c1ea7e81547075f66578
train,3871507,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3871507_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3871507_S1Weak.tif,raw/train/images/3871507.tif,1678872,0b67949c72300ee943ed1c07cc5a9e1ef699c34dbaadca627fd882eaff4f6af0
train,3871507,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3871507_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3871507_S1OtsuLabelWeak.tif,raw/train/labels/3871507.tif,1129,2ea99519e81244d08e455402b55e8d44b4bcd06e3e0f79fe1f0e7f53c9374315
train,3893506,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3893506_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3893506_S1Weak.tif,raw/train/images/3893506.tif,1670968,4378771601975025b7cbb46ebbab1324c5ebde151c1b46d921aea01f5e0e50f1
train,3893506,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3893506_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3893506_S1OtsuLabelWeak.tif,raw/train/labels/3893506.tif,1539,12f416d646635a080ef802d5fd3dd0c7405751eb486f6dc5801b4cdc99707577
train,3957661,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3957661_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3957661_S1Weak.tif,raw/train/images/3957661.tif,1690463,aabfb45e159d75185c3b1d33e7e3f0e22ee2ea9fcb41c852c618f1cb8136f5a4
train,3957661,label,S1OtsuLabelWeak,v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3957661_S1OtsuLabelWeak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1OtsuLabelWeak/India_3957661_S1OtsuLabelWeak.tif,raw/train/labels/3957661.tif,1151,b744097c42f0ba3a7e7a402524cfb9d5fa91340db8e48b9ef19b6b3746afbbe8
train,3961556,image,S1Weak,v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3961556_S1Weak.tif,https://storage.googleapis.com/sen1floods11/v1.1/data/flood_events/WeaklyLabeled/S1Weak/India_3961556_S1Weak.tif,raw/train/images/3961556.tif,1663808,4c72746884d6ebd2dee7481be91b5bc93d41e5563cd3a218bd3083e78e32f2f3
